This is a square matrix
49.223470	37.333984	
99.730097	51.944669	
62.355151	95.309085	
43.869006	62.117533	
33.963466	51.823832	
27.748069	48.765478	
5.741846	55.691319	
79.348540	91.035404	
50.097884	41.859619	
90.603124	91.843308	
72.657073	18.007913	
69.151876	94.079026	
13.812829	34.483512	
29.323830	72.130155	
62.746864	86.837460	
90.696257	14.359393	
41.633570	14.877794	
40.425473	40.935448	
83.172704	63.689764	
11.216548	20.765081	
36.159003	68.647404	
39.593137	22.404423	
53.302268	28.569523	
99.865282	94.475338	
58.147735	51.054900	
99.833784	90.622028	
57.905067	75.010155	
93.235788	49.565203	
24.151393	47.618535	
62.965053	7.715130	
12.805665	97.295781	
24.884262	38.069960	
25.794070	27.380580	
15.861575	73.210366	
69.946479	89.485171	
91.245606	29.625281	
33.472919	82.443159	
8.366825	93.651602	
59.324015	13.749943	
10.964392	88.346126	
51.414199	56.272590	
7.029936	71.145693	
82.491273	55.890231	
97.996749	32.329869	
36.615874	91.135512	
52.877745	39.141943	
52.761420	12.344128	
22.996085	49.393557	
91.841574	34.684394	
21.461099	24.180388	
37.720228	94.882284	
76.605588	98.485174	
63.568539	37.212531	
80.296467	85.315777	
50.700163	97.818169	
6.905500	81.348329	
40.592415	11.369343	
30.800995	23.728588	
89.263455	35.770818	
39.763950	71.201529	
70.043284	50.510083	
5.173291	99.433221	
8.075768	31.327823	
12.117676	72.750146	
98.808781	80.581270	
42.774839	94.314095	
69.261194	38.398099	
54.536314	79.166826	
23.930625	32.231645	
11.311482	79.285609	
79.747853	55.688369	
79.373546	33.735595	
11.755244	58.541671	
28.682400	96.194643	
54.979765	37.977614	
22.543511	7.388938	
74.031811	60.194752	
5.833372	14.223338	
60.630628	32.716635	
42.415749	85.104901	
68.346181	23.999693	
87.874056	50.100119	
99.165188	78.317625	
12.352959	82.525453	
63.299124	17.037147	
95.947506	77.031845	
81.762226	90.765165	
88.830004	74.497851	
40.606932	60.768241	
37.165130	61.474001	
53.956522	50.071630	
58.726004	0.224082	
91.286563	76.636264	
31.513842	42.701298	
30.633856	42.481474	
60.774513	24.941267	
76.448811	7.305661	
21.722071	41.691546	
45.149335	73.331912	
85.133003	50.517867	
61.174718	32.007781	
47.650623	7.725848	
28.942518	55.473883	
18.425496	77.579665	
15.542591	45.579875	
59.394157	74.713934	
2.986561	55.805912	
49.318487	92.033949	
5.322534	8.287169	
19.457118	93.469661	
58.256426	25.329048	
32.231373	98.228041	
1.618918	51.365588	
21.949101	31.745287	
58.548927	59.208143	
54.999062	73.905798	
77.731593	18.864996	
89.773642	38.605783	
48.108216	60.900776	
95.732595	5.635692	
74.146358	5.437780	
66.331689	76.906332	
81.357977	84.997217	
34.371156	50.615082	
40.347796	7.778074	
34.568736	84.788127	
55.171016	62.220604	
11.079084	54.641128	
82.478498	36.188482	
16.905880	5.198696	
8.768452	53.206599	
56.089427	79.559475	
48.147047	2.399892	
9.001817	21.064568	
89.588932	84.590292	
12.869539	87.408430	
48.344013	14.640229	
18.502909	21.570804	
68.894937	49.301325	
74.073180	36.123066	
68.247802	17.619578	
44.385001	2.856065	
41.039796	25.198265	
89.383670	43.897570	
55.235902	70.440284	
58.818065	14.430234	
49.192647	12.346216	
34.305174	79.686491	
73.655439	60.469600	
85.145855	0.759932	
9.607235	35.294433	
62.280298	43.186355	
76.727029	94.082569	
48.825022	29.729796	
44.995751	18.839201	
24.606949	74.802496	
85.974036	11.862330	
12.819129	29.540595	
99.904700	40.331979	
51.929733	29.676463	
68.493303	92.980873	
57.515490	83.206065	
31.165759	50.375739	
43.360989	32.134176	
2.778548	27.227125	
78.706368	28.410148	
27.772253	98.880622	
37.493665	64.858110	
27.448815	76.935501	
83.978569	90.288851	
5.201772	49.199379	
57.389386	17.469197	
44.112045	34.406676	
47.029555	29.498422	
13.313939	74.196987	
23.471751	60.596419	
15.336795	28.675505	
40.297571	55.380088	
84.826556	83.597261	
6.655109	54.894271	
46.164919	96.503015	
3.089282	77.634241	
9.163661	19.423998	
11.507823	63.095059	
32.819697	64.811823	
23.281878	27.494302	
82.911869	68.298402	
80.508911	34.627887	
98.860809	87.976875	
60.682212	99.389124	
80.059696	7.120674	
73.175713	99.142652	
77.076803	30.308880	
52.704153	16.832609	
41.351151	7.996375	
65.822645	20.860401	
23.213840	59.379366	
84.365063	94.105056	
18.951311	4.886986	
79.685977	16.402837	
54.259592	36.103858	
94.236547	26.955918	
62.413076	64.044416	
80.177655	7.755692	
97.540247	65.528424	
12.400920	60.568646	
93.275166	41.808406	
13.479546	48.256230	
0.778590	33.044819	
21.020615	59.114902	
88.890834	98.497520	
69.881676	48.800473	
75.163214	14.384177	
21.558166	28.459833	
81.848626	82.442994	
89.274883	85.788065	
0.490261	28.277369	
11.958719	44.424210	
35.935808	43.321493	
89.168022	20.868983	
68.936322	92.117675	
19.210014	12.973070	
27.924483	53.407373	
86.565287	60.072912	
31.950062	32.647220	
75.751760	76.018692	
20.034733	54.986035	
90.317393	65.986893	
33.917081	32.730960	
61.766627	55.962389	
95.003937	18.463329	
42.377544	69.692322	
8.594440	20.616583	
25.294647	29.559575	
75.344186	66.690408	
80.162340	21.563849	
49.023193	99.481478	
32.392753	82.260059	
49.897612	93.685739	
40.509604	23.304671	
55.025951	60.222461	
20.213387	87.815503	
60.493747	23.681869	
3.934483	14.296560	
56.445088	69.823940	
94.429564	84.119153	
44.251970	36.128272	
76.326505	5.013989	
42.807139	37.367180	
58.238429	8.088848	
8.547432	36.806626	
16.732063	65.657248	
55.182057	31.850674	
11.289921	64.525138	
75.518111	70.042651	
89.680661	91.627770	
17.795968	54.636662	
45.295065	40.910076	
54.957951	26.293144	
14.384277	14.627035	
90.892538	99.871682	
85.803444	18.237853	
28.716701	96.850576	
26.045617	89.142768	
32.792672	53.714204	
74.394179	91.852261	
14.875082	54.349584	
71.099012	97.753147	
7.668557	66.667354	
85.402233	66.847049	
58.981116	37.274214	
71.476604	90.146425	
11.963639	30.282361	
65.032329	33.561362	
81.742380	65.099898	
6.948154	37.969895	
58.210281	22.642325	
24.306716	86.670871	
37.773448	61.356007	
90.420837	16.012152	
53.225291	72.441705	
93.724632	61.522636	
76.355554	66.993937	
66.944172	69.219302	
92.610954	80.492505	
31.699072	84.343626	
87.497968	89.191344	
27.162355	8.886346	
45.179162	97.879312	
54.859905	3.238291	
7.401290	81.044468	
30.257183	34.885061	
13.778483	31.460631	
14.853883	51.989899	
99.891537	60.755986	
60.664008	50.203817	
5.914626	40.841616	
95.191902	3.413501	
53.007197	59.942335	
92.028643	58.769126	
87.847786	79.343184	
46.021294	56.245933	
40.209015	51.778714	
48.912638	49.282286	
2.345058	52.043816	
0.196553	65.981452	
42.763636	29.230626	
65.149842	94.876761	
12.231759	54.181653	
89.370157	43.448869	
65.950956	48.910228	
44.137838	62.284198	
56.279126	50.036610	
50.656025	34.049002	
4.494309	54.517756	
97.318723	6.250665	
70.985197	53.512499	
37.059419	64.753122	
49.005351	53.112186	
91.868167	29.839017	
51.970866	49.395878	
63.123708	58.552240	
37.399819	64.903480	
69.465569	44.889975	
16.183824	10.025042	
22.492200	40.803785	
10.031000	9.830011	
37.207401	78.505103	
58.673661	39.644968	
70.907801	19.032460	
69.000405	57.100026	
95.423245	96.795268	
6.027903	22.003619	
46.059332	30.106206	
5.051790	0.524085	
21.135967	96.451167	
68.213947	17.674166	
5.657598	58.597953	
27.698844	12.961779	
39.682306	62.283074	
82.405398	28.396009	
54.714985	67.635443	
29.541010	55.106150	
62.368483	37.487632	
0.017722	62.182212	
1.882589	79.924992	
37.390937	52.617446	
83.684545	55.045891	
55.500169	90.659995	
1.038496	50.690463	
77.473255	3.674331	
87.608736	34.250782	
75.635955	27.663731	
27.074903	33.737453	
94.419064	3.630975	
3.364709	41.311829	
17.802379	77.205322	
29.726367	51.852077	
22.631168	96.353084	
17.969999	71.379552	
41.526419	22.632922	
11.273742	58.187057	
74.804237	52.330478	
33.439809	72.675680	
78.284400	42.262710	
13.209765	30.777946	
50.527071	4.472664	
35.987696	65.051745	
